outcome,feature,coef,SE,CI_lo,CI_hi,p,n,q_fdr,group
HAMD,liwc_function_words,0.037755030352595795,0.04790238578327457,-0.056131920556165865,0.13164198126135745,0.4305996314689766,348,0.6748203179737694,LIWC
HAMD,liwc_pronouns,0.09175047801096904,0.04673686538980327,0.00014790509665807416,0.18335305092528,0.04963123088822488,348,0.273202679041132,LIWC
HAMD,liwc_personal_pronouns,0.06115251465595987,0.05357736924960836,-0.0438571994596763,0.16616222877159603,0.25370889734652513,348,0.579118135247503,LIWC
HAMD,liwc_i,0.011301212446958146,0.04823693406376369,-0.083241441042652,0.10584386593656829,0.8147633704915804,348,0.8968428101679321,LIWC
HAMD,liwc_we,-0.041855749016157684,0.04622584794348907,-0.13245674614022118,0.048745248107905814,0.3652206792750641,348,0.654265325202983,LIWC
HAMD,liwc_you,0.058149576934513565,0.045943508804149276,-0.03189804564501791,0.14819719951404503,0.20562925631894002,348,0.5538801668918518,LIWC
HAMD,liwc_she_he,-0.0008572246229815088,0.04880549445460304,-0.09651423600167279,0.09479978675570978,0.9859865956878464,348,0.9979022869223454,LIWC
HAMD,liwc_they,0.10624315600010323,0.04590242088981252,0.01627606425287166,0.1962102477473348,0.020637920730839678,348,0.1805818063948472,LIWC
HAMD,liwc_impersonal_pronouns,0.0460104728529074,0.048593743824197615,-0.04923151491648559,0.1412524606223004,0.34372060461033527,348,0.6444761336443786,LIWC
HAMD,liwc_articles,-0.022270028289765213,0.046820197668209176,-0.11403592946850141,0.069495872888971,0.6343237284290042,348,0.8081858834200748,LIWC
HAMD,liwc_prepositions,0.05136169917499176,0.04219108031892506,-0.03133129871893805,0.13405469706892156,0.2234675847432407,348,0.5538801668918518,LIWC
HAMD,liwc_auxiliary_verbs,-0.09666539926313043,0.0432168574535305,-0.1813688833970516,-0.011961915129209258,0.025302542841874935,348,0.20436669218437448,LIWC
HAMD,liwc_adverbs,-0.07475034152413171,0.04778888205872916,-0.1684148292206732,0.018914146172409788,0.11777565647549859,348,0.41221479766424507,LIWC
HAMD,liwc_conjunctions,0.03708741543515021,0.048051670704569005,-0.05709212854278344,0.13126695941308386,0.4402188877782095,348,0.6797497531869411,LIWC
HAMD,liwc_negations,-0.030130403071096257,0.047920613837348615,-0.12405308030935129,0.06379227416715878,0.5295084054786743,348,0.7534283364971789,LIWC
HAMD,liwc_other_grammar,-0.04616175019819899,0.0440128877066909,-0.13242542495891885,0.04010192456252087,0.29425936719316625,348,0.6104524443304336,LIWC
HAMD,liwc_verbs,0.002360461694060947,0.04660297092933241,-0.08897968289999772,0.0937006062881196,0.9596040569087891,348,0.9878277056414005,LIWC
HAMD,liwc_adjectives,-0.0857689869554483,0.040765518791058726,-0.1656679355970142,-0.005870038313882386,0.03538200905784144,348,0.2244587564586191,LIWC
HAMD,liwc_comparisons,-0.013008561900900713,0.04326360195091497,-0.09780366356617087,0.07178653976436944,0.7636574270754078,348,0.8715655417708459,LIWC
HAMD,liwc_interrogatives,0.022761722042529218,0.044670777974909,-0.06479139394967752,0.11031483803473595,0.6103710412078915,348,0.8081858834200748,LIWC
HAMD,liwc_numbers,0.0110027315200986,0.04788636152199704,-0.08285281241368024,0.10485827545387745,0.8182724087073343,348,0.8968428101679321,LIWC
HAMD,liwc_quantifiers,-0.07045827808043004,0.04654065172527993,-0.16167627927900063,0.020759723118140547,0.13004910338351336,348,0.4267236204771532,LIWC
HAMD,liwc_affective_processes,-0.08457176343844772,0.04353054515671705,-0.16989006417300762,0.0007465372961121958,0.05203860553164419,348,0.273202679041132,LIWC
HAMD,liwc_positive_emotion_words,-0.19411910750836198,0.04365172731954592,-0.27967492091763513,-0.10856329409908883,8.707898781687132e-06,348,0.0003047764573590496,LIWC
