feature,coef,SE,CI_lower,CI_upper,p_value,n_obs,n_subjects,p_fdr,p_bonferroni
liwc_filler_words,0.47641704803880597,0.34570878731499965,-0.2011597242376108,1.1539938203152227,0.16817619440485776,348,104,0.46469737927658067,1.0
liwc_tentative,-0.48037116835884025,0.35567221108649427,-1.1774758923900968,0.2167335556724162,0.17682334844358605,348,104,0.47029912327576245,1.0
liwc_quotes,0.5181138105429071,0.3856904518969467,-0.23782558435608658,1.2740532054419007,0.17916157077171901,348,104,0.47029912327576245,1.0
liwc_exclamations,0.4214744521532482,0.3188387345077789,-0.2034379843583265,1.0463868886648229,0.18619985534136096,348,104,0.4768532880693391,1.0
liwc_religion,0.43898484857979647,0.3464651767582144,-0.24007441976360755,1.1180441169232005,0.20514138904400225,348,104,0.5128534726100056,1.0
liwc_male,0.48133601949171867,0.403071912160625,-0.3086704115227985,1.2713424505062358,0.23241183063716941,348,104,0.5510785804590993,1.0
liwc_nonfluencies,0.39293313260942075,0.3362963680178526,-0.26619563683719805,1.0520619020560396,0.24264011250463147,348,104,0.5510785804590993,1.0
liwc_causation,0.4001894158795592,0.3442839304467603,-0.274594688251984,1.0749735200111024,0.2450803642861209,348,104,0.5510785804590993,1.0
liwc_i,-0.4666224207744711,0.4014935749092315,-1.2535353676207992,0.320290526071857,0.24514757107063878,348,104,0.5510785804590993,1.0
liwc_time,-0.41832264358154986,0.36697781139141605,-1.1375859370340582,0.3009406498709584,0.25432270099901644,348,104,0.5510785804590993,1.0
liwc_auxiliary_verbs,-0.39977534953589233,0.3523868463422163,-1.0904408769922864,0.29089017792050165,0.2565938293746296,348,104,0.5510785804590993,1.0
liwc_drives,-0.39997284261614985,0.3564809854324268,-1.098662735237054,0.29871705000475435,0.2618610361142769,348,104,0.5510785804590993,1.0
liwc_pronouns,-0.42415822448440077,0.3819465186682046,-1.1727596450945372,0.3244431961257357,0.2667761686404503,348,104,0.5510785804590993,1.0
liwc_adverbs,-0.44495091519455354,0.40141656155594146,-1.2317129186421045,0.34181108825299733,0.26766673908013394,348,104,0.5510785804590993,1.0
liwc_you,0.39971558271711766,0.37948675572325785,-0.34406479111041693,1.1434959565446523,0.29220088340160777,348,104,0.5829806509455848,1.0
liwc_see,0.3656187058762429,0.3486039886753954,-0.31763255679454094,1.0488699685470269,0.2942664238106285,348,104,0.5829806509455848,1.0
liwc_verbs,-0.39435992343165266,0.38103861694475194,-1.14118188936232,0.35246204249901475,0.3006873512281609,348,104,0.584669849610313,1.0
liwc_body,-0.35861719691833105,0.3550181032232056,-1.0544398930955374,0.3372054992588752,0.31242928627114963,348,104,0.5934965545597531,1.0
